track_id,mood_cluster,mood_category,dataset,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
11,Cluster 1,Boisterous,MIREX_mood,0.11303553,0.08997922,-0.12757336,-0.124766506,-0.13820119,0.10398642,-0.1422439,-0.16281663,-0.08234036,0.14984076,0.13368598,-0.1590401,0.15163235,0.18685734,-0.059814923,0.082059,0.10535319,0.11092081,0.01772776,-0.10845697,-0.13656084,0.12493673,0.14550261,0.049491026,0.119100116,0.05499958,-0.17487271,0.13838454,-0.027016366,-0.1158308,-0.13211933,0.11254334,0.1436789,-0.15588689,0.112575024,0.09281059,-0.09653527,-0.07105089,0.15912157,-0.06870923,0.15504482,-0.14003158,0.18872246,0.043274377,-0.06714509,-0.14330134,-0.15169682,-0.0879967,0.12638907,-0.023194604,0.15429552,0.11712886,-0.12093807,0.17781688,0.07725366,0.18544038,0.054874185,-0.07596343,0.10115726,0.0062994603,-0.13636675,-0.20210525,-0.16055594,0.18153828
12,Cluster 1,Boisterous,MIREX_mood,0.13357179,0.09155214,-0.13364302,-0.1268113,-0.12033868,0.095682815,-0.12309453,-0.13781734,-0.070124894,0.119954616,0.12961338,-0.15144148,0.1815523,0.16838011,-0.09070965,0.10596227,0.094510876,0.08891394,0.011472226,-0.11396795,-0.14589189,0.13073765,0.123147786,0.055512793,0.1382159,0.079679534,-0.17617363,0.14683166,-0.04654467,-0.10873099,-0.14631268,0.12743033,0.13456261,-0.17092285,0.14447603,0.10579532,-0.10010285,-0.081798956,0.1376219,-0.07760134,0.1393184,-0.12203788,0.18804935,0.07224042,-0.068748616,-0.12827428,-0.1564688,-0.09253007,0.14750832,-0.03416153,0.13320266,0.12773448,-0.13913801,0.18482046,0.09728227,0.16782157,0.07981634,-0.07099616,0.12058028,0.022868324,-0.1385548,-0.19065289,-0.14580555,0.15619501
13,Cluster 1,Boisterous,MIREX_mood,0.11815185,0.0838143,-0.15468995,-0.11458697,-0.15827982,0.083085105,-0.14664185,-0.15429331,-0.08390092,0.13412403,0.12542349,-0.1765463,0.15049848,0.18615104,-0.072583415,0.098450504,0.0870678,0.13113528,0.0048091817,-0.11853994,-0.13493618,0.10947719,0.13621911,0.036998503,0.11419295,0.06780786,-0.16222923,0.15083568,-0.028257336,-0.10729604,-0.12772354,0.13177808,0.14569153,-0.14346662,0.13948298,0.09798868,-0.08186479,-0.09112573,0.14568903,-0.066378355,0.15108638,-0.13346215,0.19197783,0.058028895,-0.08605028,-0.133572,-0.1517539,-0.10408113,0.124215916,-0.009180606,0.13355789,0.14784561,-0.11628416,0.17460147,0.07451316,0.18016435,0.06398527,-0.06267001,0.08929111,0.01206819,-0.13423309,-0.2009332,-0.16204801,0.17128135
14,Cluster 1,Boisterous,MIREX_mood,0.1931064,0.14595875,-0.0228881,-0.17225334,-0.053482044,0.16953512,-0.002717953,-0.12133455,0.025066577,0.047628697,0.19145632,-0.040931106,0.1987212,0.11591125,-0.100895464,0.10331546,0.13761082,0.002527213,0.12161134,-0.20891775,-0.14353648,0.15715235,0.04243355,0.12191421,0.20383613,0.10513293,-0.2124068,0.052797783,-0.073517665,-0.07484062,-0.21184428,0.08006435,0.024973327,-0.22426341,0.07318297,0.16476446,-0.15514514,-0.10348212,0.042634778,-0.07913739,0.06505884,-0.046539057,0.13108209,0.10380929,-0.07644138,-0.13424583,-0.013388908,0.013079309,0.20341323,-0.12963383,0.034286465,-0.028495137,-0.13131313,0.0988977,0.179219,0.07615319,0.09549486,-0.13838013,0.19827151,0.057631303,-0.19432153,-0.10932861,-0.07981729,0.103818715
15,Cluster 1,Boisterous,MIREX_mood,0.21410155,0.14456868,-0.0036828367,-0.16356309,-0.004351875,0.16132218,0.010984045,-0.087590195,0.059383344,-0.01787483,0.20734228,-0.01844225,0.21275176,0.058521435,-0.127878,0.13199697,0.10370746,-0.024107434,0.11588596,-0.22629394,-0.11671425,0.13577329,-0.018889083,0.12545305,0.19200173,0.1170068,-0.21634987,0.049650833,-0.10100773,-0.031347796,-0.2133765,0.06870825,0.0048046554,-0.23930591,0.07359162,0.17900819,-0.15790106,-0.1062846,-0.016182516,-0.080755465,0.0005170935,0.0023973794,0.097667605,0.12756349,-0.0686041,-0.115349986,-0.012103091,0.043415856,0.21912855,-0.14703043,-0.031756982,-0.040430274,-0.12305164,0.054710153,0.20676537,0.008130328,0.11761613,-0.15111184,0.21851678,0.09440353,-0.19364783,-0.065573655,-0.0315422,0.06817147
16,Cluster 1,Boisterous,MIREX_mood,0.10603757,0.06785581,-0.15176117,-0.11453302,-0.17552112,0.0867627,-0.15926054,-0.15756649,-0.09988866,0.13782029,0.12501492,-0.17829917,0.14369747,0.18209785,-0.07166598,0.099376306,0.07861986,0.13269225,-0.00018535515,-0.113972515,-0.1281455,0.09626154,0.14423874,0.026327256,0.10259169,0.057357978,-0.15648676,0.15973672,-0.032286927,-0.0990108,-0.11850727,0.13315946,0.15146156,-0.1407873,0.13677461,0.08885716,-0.076524995,-0.0856328,0.15827817,-0.070789956,0.14849027,-0.13453805,0.18989594,0.050345514,-0.081519045,-0.11777692,-0.16999926,-0.11618922,0.11854378,-0.0095566735,0.14104404,0.15496022,-0.10566716,0.17199971,0.07621712,0.1842913,0.06662618,-0.05625434,0.08113514,0.015624235,-0.123923935,-0.21119866,-0.16265737,0.17366785
17,Cluster 1,Boisterous,MIREX_mood,0.10134549,0.06645148,-0.16776738,-0.10966068,-0.15183908,0.08934943,-0.15829033,-0.13002321,-0.10129858,0.118495315,0.12622014,-0.17641784,0.16044879,0.19252954,-0.07966872,0.09212073,0.06986554,0.12385385,-0.002062556,-0.097950414,-0.122026294,0.094044,0.12502922,0.028052552,0.11556384,0.07487288,-0.16807878,0.15889904,-0.045401964,-0.08455286,-0.12586063,0.13141008,0.17321455,-0.15273026,0.16724434,0.08418177,-0.083044805,-0.10748782,0.13879408,-0.09132356,0.13155238,-0.12112521,0.19337825,0.0748097,-0.07007216,-0.122970164,-0.18278766,-0.12721553,0.12219357,-0.020382192,0.13845626,0.14272861,-0.11040758,0.16424477,0.0785409,0.18452735,0.08088913,-0.05317047,0.08015928,0.036030825,-0.12008746,-0.2096811,-0.1556434,0.15927829
18,Cluster 1,Boisterous,MIREX_mood,0.18065844,0.122277856,-0.08473515,-0.14416818,-0.10482035,0.14799279,-0.022387015,-0.0967403,-0.028130615,0.02417822,0.18006408,-0.07445547,0.21262395,0.11518221,-0.14061017,0.1362546,0.08830104,0.043130443,0.10909405,-0.20057411,-0.11776842,0.13630867,0.023151465,0.1062766,0.18738155,0.124090314,-0.20071626,0.10981277,-0.1117162,-0.055133365,-0.20028916,0.13404295,0.06671146,-0.22162111,0.14180313,0.14704283,-0.13939808,-0.13907994,0.029695868,-0.12665915,0.026347576,-0.024848046,0.10918016,0.13275307,-0.09665354,-0.15633354,-0.058118723,-0.021197239,0.2054222,-0.11244761,-0.0017118171,0.03603684,-0.10680797,0.08594209,0.16490282,0.09536681,0.13825324,-0.111404285,0.17136152,0.11132131,-0.18178295,-0.111192346,-0.054901246,0.10306596
19,Cluster 1,Boisterous,MIREX_mood,0.11402006,0.080556236,-0.15334888,-0.11619309,-0.14939821,0.09811732,-0.13935192,-0.1452897,-0.089052826,0.13012269,0.1328798,-0.17391156,0.15606242,0.17801286,-0.080278516,0.09966111,0.0827028,0.1230086,0.006483024,-0.11631459,-0.13640817,0.11379401,0.13625126,0.050145622,0.121301994,0.06852664,-0.17240848,0.14978452,-0.03964231,-0.099255644,-0.12705085,0.12673607,0.15300223,-0.15569274,0.13605912,0.097856835,-0.08913515,-0.08782004,0.15212002,-0.07417357,0.14484912,-0.12359789,0.1926111,0.05824266,-0.0868257,-0.13134061,-0.16345793,-0.09084016,0.13444738,-0.026658988,0.13079159,0.13256894,-0.11825116,0.16563687,0.07619527,0.1825944,0.06807465,-0.064113535,0.09565423,0.021860398,-0.1310177,-0.21087354,-0.1506289,0.17083491
20,Cluster 1,Boisterous,MIREX_mood,0.11260538,0.08040313,-0.15521185,-0.11626237,-0.14883223,0.098729424,-0.1311058,-0.14542122,-0.08740552,0.13293475,0.13088596,-0.16328676,0.16185838,0.18269432,-0.0721504,0.10165196,0.08591447,0.1105949,0.002313097,-0.10326902,-0.14250275,0.11063689,0.13743244,0.028977627,0.13374388,0.07688305,-0.1771743,0.14631256,-0.04285703,-0.09248602,-0.1324176,0.12802283,0.14227247,-0.16290514,0.14577463,0.09191049,-0.085951105,-0.09397219,0.15391324,-0.07141129,0.14353575,-0.12291752,0.20119433,0.06014591,-0.07470467,-0.10590829,-0.15683766,-0.10582437,0.1314202,-0.012867009,0.13915862,0.12845755,-0.12913316,0.17283909,0.087457925,0.17972705,0.07623237,-0.056956865,0.09822696,0.019997953,-0.134187,-0.20517832,-0.15385553,0.16957669
21,Cluster 1,Boisterous,MIREX_mood,0.16490749,0.10952677,0.11118702,-0.0884035,0.12095298,0.116457686,0.16400708,0.018868595,0.14499672,-0.14170606,0.14145641,0.131517,0.1365097,-0.09108869,-0.08911435,0.06969848,0.07417632,-0.13995172,0.1721002,-0.18700944,-0.026111599,0.082238354,-0.1433509,0.12299427,0.15221894,0.10659643,-0.12237851,-0.07684076,-0.10778006,0.022651218,-0.17355105,-0.019974388,-0.13042572,-0.17347422,-0.0331072,0.12656061,-0.12260021,-0.055873558,-0.16748503,-0.032074053,-0.14830267,0.13352908,-0.05475829,0.10705733,-0.026775759,-0.04944706,0.16530445,0.1622251,0.1749413,-0.16200794,-0.15669397,-0.20195991,-0.050469656,-0.08183792,0.189893,-0.122899115,0.10632452,-0.1420602,0.1882763,0.106226094,-0.14513561,0.11237844,0.11629019,-0.0748667
22,Cluster 1,Boisterous,MIREX_mood,0.19395456,0.17602687,-0.054141756,-0.179284,-0.013666462,0.12311908,0.045805644,-0.08779294,0.057985846,0.011147857,0.18918665,-0.061604902,0.20803417,0.061971907,-0.09229178,0.10837281,0.112320445,0.007979558,0.05690903,-0.2132159,-0.16793051,0.1710547,0.017416492,0.15462802,0.22384182,0.10302338,-0.21596244,0.08601109,-0.08270444,-0.08330204,-0.19859558,0.08990208,0.022537766,-0.21786384,0.08398443,0.17165105,-0.14493114,-0.11166446,0.03417455,-0.09394187,0.05503217,-0.027155,0.13372636,0.10970238,-0.044019002,-0.13919038,-0.056960482,-0.00031671155,0.20169553,-0.08373113,0.016038502,0.029053777,-0.16445519,0.11152682,0.17806497,0.042757526,0.1011916,-0.11519896,0.18480113,0.07090985,-0.20121196,-0.14564174,-0.068934605,0.06675631
23,Cluster 1,Boisterous,MIREX_mood,0.10041526,0.08402873,-0.15937933,-0.108173154,-0.15392737,0.08372842,-0.14294411,-0.15407914,-0.08881291,0.13746732,0.11832314,-0.17659375,0.14885432,0.18213692,-0.07772029,0.10050844,0.07072413,0.12362448,0.00588478,-0.106415726,-0.12495301,0.10411152,0.1276264,0.027317557,0.1143069,0.06515421,-0.166947,0.16171174,-0.03740143,-0.09920991,-0.12826888,0.13510339,0.16841215,-0.1654917,0.15061459,0.08249828,-0.08083554,-0.091119535,0.1371944,-0.08423404,0.14903748,-0.129575,0.19228391,0.060978536,-0.07103535,-0.12955864,-0.16660589,-0.11900522,0.12508799,-0.013699539,0.14079916,0.13563116,-0.111427605,0.17432289,0.07341393,0.18358022,0.07280978,-0.06166677,0.08130741,0.026465029,-0.12221463,-0.20323867,-0.16795674,0.16959056
24,Cluster 1,Boisterous,MIREX_mood,0.110362776,0.077337295,-0.14976631,-0.11284341,-0.1532882,0.09299654,-0.1499897,-0.14716367,-0.08818108,0.12849191,0.1241387,-0.17866772,0.15254237,0.18868038,-0.074848376,0.101075396,0.08035514,0.12001576,-0.00025513652,-0.10957755,-0.13400453,0.10744085,0.1409637,0.041285507,0.10717703,0.069685124,-0.16980991,0.15516102,-0.03104917,-0.09322747,-0.12518144,0.12339903,0.15645756,-0.14583011,0.13879098,0.096077845,-0.08742177,-0.09220409,0.14733312,-0.077480026,0.14347352,-0.132964,0.19614808,0.05656239,-0.08189168,-0.13261363,-0.17161348,-0.10555068,0.1228752,-0.016306072,0.13205676,0.14517558,-0.12206789,0.17076255,0.07219758,0.18175969,0.06695595,-0.06434384,0.09826282,0.01619933,-0.12768912,-0.21030374,-0.15462087,0.16802725
25,Cluster 1,Boisterous,MIREX_mood,0.10843092,0.079191856,-0.15248448,-0.10580662,-0.15619059,0.08210812,-0.14779949,-0.15163696,-0.091806754,0.13969904,0.11837052,-0.17730662,0.14968112,0.18745574,-0.07214204,0.103145406,0.081650436,0.12701473,0.0013895142,-0.11092158,-0.13502806,0.1041135,0.13857491,0.028447157,0.09759405,0.06057457,-0.1608753,0.16045399,-0.028405972,-0.10259221,-0.12363992,0.12741451,0.15485042,-0.14978833,0.14151329,0.088431984,-0.0905287,-0.09090129,0.15209343,-0.07990002,0.1496594,-0.13695449,0.19116269,0.058212627,-0.083455,-0.12394309,-0.16743897,-0.10920363,0.1231691,-0.010190484,0.1369396,0.15242352,-0.115014955,0.17628084,0.07399336,0.18123499,0.06424604,-0.055340044,0.09645086,0.014813417,-0.12424124,-0.20583694,-0.16197293,0.16928606
26,Cluster 1,Boisterous,MIREX_mood,0.10938582,0.07417027,-0.1583115,-0.11059275,-0.16540058,0.090721846,-0.16747925,-0.15868303,-0.09611629,0.1318353,0.12639932,-0.17313196,0.14752094,0.19070464,-0.073538974,0.098242916,0.07489883,0.13270059,-0.0040249387,-0.11085425,-0.12094237,0.100212894,0.13354062,0.025349198,0.10351971,0.06034964,-0.15757954,0.1569964,-0.025818266,-0.09580318,-0.12081581,0.13418296,0.15789002,-0.14437474,0.13908868,0.09168984,-0.08224033,-0.09377136,0.15183422,-0.07075176,0.15119231,-0.13233581,0.1852842,0.057978164,-0.08603246,-0.121774666,-0.1659186,-0.1150401,0.119339116,-0.0081043895,0.13773139,0.15344962,-0.11375514,0.16537066,0.074170925,0.18291835,0.06430534,-0.05553196,0.09178429,0.0111014,-0.12206197,-0.20866339,-0.16667569,0.17161016
27,Cluster 1,Boisterous,MIREX_mood,0.11896919,0.07772054,-0.1654806,-0.10773974,-0.14172287,0.09095093,-0.1341202,-0.14221339,-0.094736695,0.10370139,0.12972441,-0.17338865,0.15829025,0.17836563,-0.09290648,0.10868381,0.08102678,0.113719635,0.009558871,-0.11620046,-0.14157403,0.11312273,0.11600565,0.02870193,0.1160835,0.08545678,-0.17222904,0.15812404,-0.04323708,-0.09072142,-0.14055589,0.14048262,0.15705511,-0.15712121,0.15855165,0.108147815,-0.08943831,-0.11318334,0.13128018,-0.07792821,0.124261804,-0.11251513,0.1924783,0.08021454,-0.084618844,-0.13448386,-0.15497121,-0.106840454,0.13619702,-0.021621633,0.13025697,0.13188873,-0.1255556,0.16536938,0.09447061,0.17287455,0.08687117,-0.06831434,0.10530802,0.032907195,-0.13067076,-0.19766131,-0.1451161,0.16001885
28,Cluster 1,Boisterous,MIREX_mood,0.1232512,0.0857622,-0.14278571,-0.112903215,-0.14896743,0.09860406,-0.14554036,-0.1585704,-0.08560986,0.124394804,0.12870122,-0.1542372,0.16087617,0.1778782,-0.08078485,0.11123854,0.0920387,0.11390931,0.01678352,-0.11639797,-0.13105762,0.11278388,0.1296259,0.038899496,0.12549841,0.06934747,-0.16880244,0.14799517,-0.039950855,-0.092783265,-0.1330426,0.13079883,0.14260481,-0.16705334,0.13415216,0.09784316,-0.09706607,-0.09441464,0.15024263,-0.069314405,0.14521173,-0.1286627,0.19052608,0.060750414,-0.07560549,-0.122791864,-0.1575351,-0.10386029,0.13068536,-0.017781455,0.13790561,0.1306642,-0.12775815,0.17401753,0.08355392,0.17664705,0.07231661,-0.073479384,0.09951647,0.019957036,-0.13528615,-0.20296441,-0.15187718,0.17238389
29,Cluster 1,Boisterous,MIREX_mood,0.10126497,0.085229784,-0.16598012,-0.11257122,-0.15838462,0.08509505,-0.15007603,-0.14387748,-0.087781236,0.13076995,0.1230451,-0.17440955,0.15201388,0.18706472,-0.07571041,0.097721644,0.074502826,0.12544416,-0.0012731757,-0.11238415,-0.12740597,0.10542306,0.13077639,0.042092223,0.107189834,0.06695991,-0.16419937,0.15726064,-0.027666176,-0.09881287,-0.121541694,0.13137355,0.16803557,-0.14687917,0.14015856,0.0792668,-0.07765683,-0.09199816,0.14593291,-0.07767138,0.14561044,-0.13075887,0.19399475,0.062604964,-0.07648867,-0.13096555,-0.16577199,-0.11274093,0.118128315,-0.0054923673,0.1430695,0.14893463,-0.110141166,0.17720836,0.075916596,0.17848413,0.06902148,-0.051667385,0.08727138,0.02223197,-0.12322478,-0.21379226,-0.16790485,0.17196389
30,Cluster 1,Boisterous,MIREX_mood,0.10896149,0.074637316,-0.15402685,-0.11242852,-0.15245515,0.08563636,-0.13820828,-0.1453494,-0.0904584,0.13128836,0.11922381,-0.17544644,0.15388057,0.17914884,-0.07874663,0.11339678,0.08163186,0.12279531,0.0072215726,-0.11021185,-0.12707661,0.104896404,0.13513367,0.037192166,0.10981643,0.077130444,-0.16501908,0.16083993,-0.04312957,-0.09284276,-0.1254313,0.13724309,0.15336567,-0.15343025,0.1437915,0.093353994,-0.09101434,-0.09528508,0.14516014,-0.087163135,0.13719717,-0.13138527,0.19619264,0.0645391,-0.08003427,-0.13674632,-0.17169061,-0.1136651,0.13110775,-0.011959221,0.1301917,0.13563988,-0.12569395,0.17025848,0.067969404,0.1803983,0.079164185,-0.06740613,0.09734976,0.030896027,-0.12555827,-0.20531325,-0.1503798,0.16765985
