track_id,mood_cluster,mood_category,dataset,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
19,Cluster 1,Boisterous,MIREX_mood,0.14651172,-0.13065511,-0.08643501,0.21308546,-0.010005259,0.20713644,0.123089075,-0.21901885,-0.14813341,0.13834521,-0.108024746,-0.24878864,-0.2694473,-0.23540811,0.1702446,-0.009524471,0.19639026,-0.19930883,0.20812486,-0.15310025,0.18175413,-0.20578325,-0.108589604,0.27672145,-0.18009989,-0.1360186,-0.014915381,0.23953348,-0.10716471,0.2131315,0.23003075,-0.059706036
20,Cluster 1,Boisterous,MIREX_mood,0.12122209,-0.1250662,-0.08631904,0.20412593,-0.002090144,0.20446871,0.123805106,-0.21896383,-0.1476042,0.13509241,-0.11797789,-0.25976783,-0.28428224,-0.23487686,0.18328243,0.0053450605,0.20371842,-0.19648017,0.20102435,-0.1388163,0.1713839,-0.21625054,-0.10497873,0.2916585,-0.15486017,-0.1266407,-0.013141651,0.24609594,-0.10061477,0.20349543,0.23834689,-0.05756937
21,Cluster 1,Boisterous,MIREX_mood,0.2087044,-0.23088884,-0.14609078,0.2426532,-0.16222142,-0.13473576,0.16076855,0.012533196,-0.25734648,0.18073493,-0.14722674,-0.036665894,-0.004892647,9.2800954e-05,-0.1723872,-0.13810483,-0.14916834,-0.24365437,0.061583012,-0.18545632,0.31493568,0.07733925,-0.24547218,-0.08006345,-0.18159261,-0.25679594,-0.1802308,-0.05998206,-0.1771697,-0.053137396,-0.09257171,-0.33509523
22,Cluster 1,Boisterous,MIREX_mood,0.16768426,-0.19777462,-0.127404,0.27396333,-0.030442262,0.084588826,0.15370883,-0.16299783,-0.21018192,0.15549383,-0.10625314,-0.2481486,-0.2521216,-0.17943522,0.08552994,-0.02716555,0.10951947,-0.2727086,0.17959039,-0.17413755,0.28644645,-0.11819155,-0.1706178,0.22934178,-0.17551899,-0.19842853,-0.119391434,0.18193324,-0.11429579,0.15848614,0.15231195,-0.1804985
23,Cluster 1,Boisterous,MIREX_mood,0.120059475,-0.11514582,-0.09044783,0.20871863,-0.012603443,0.19928849,0.1301642,-0.21999271,-0.14390634,0.14195262,-0.10933469,-0.25817877,-0.27025092,-0.24698533,0.18188067,0.007956032,0.19475247,-0.1976966,0.19543229,-0.1394681,0.174326,-0.21090955,-0.10382698,0.28864875,-0.17314075,-0.14003442,-0.013743271,0.24293393,-0.09004599,0.20798413,0.2496656,-0.050967
24,Cluster 1,Boisterous,MIREX_mood,0.14250158,-0.1373151,-0.0795686,0.21875729,-0.005577633,0.17295262,0.10941558,-0.22429629,-0.15607549,0.11731499,-0.09754168,-0.2667787,-0.27790397,-0.22100745,0.1642977,-0.00540443,0.1912268,-0.21217827,0.19997391,-0.13303542,0.16509353,-0.20356445,-0.11829665,0.3005425,-0.16840555,-0.14429103,-0.041131582,0.24486578,-0.10884702,0.21503788,0.23711653,-0.07133063
25,Cluster 1,Boisterous,MIREX_mood,0.12927935,-0.12245205,-0.08251507,0.2143825,-0.002553159,0.20798731,0.12788999,-0.21539511,-0.14208324,0.1274211,-0.10908492,-0.2560277,-0.28569293,-0.23561163,0.17570472,0.00438637,0.19913095,-0.20192495,0.19599336,-0.144566,0.16689147,-0.21261996,-0.09821763,0.28440052,-0.16417965,-0.13184547,-0.024103353,0.2395254,-0.10875852,0.22550128,0.23512669,-0.06343616
26,Cluster 1,Boisterous,MIREX_mood,0.13271978,-0.13085113,-0.08562745,0.20183381,-0.013485039,0.19139333,0.114670016,-0.22817141,-0.15068886,0.12010043,-0.09839414,-0.26210728,-0.28120944,-0.21826068,0.16847973,5.9628957e-05,0.18063778,-0.20279777,0.21531104,-0.13962619,0.17088422,-0.20418641,-0.10131725,0.29055613,-0.17715755,-0.1443296,-0.037386194,0.25402254,-0.097615674,0.22766708,0.23931234,-0.05089015
27,Cluster 1,Boisterous,MIREX_mood,0.123767585,-0.12695257,-0.08710448,0.21307088,-0.00664944,0.20304205,0.12317563,-0.21918476,-0.15954214,0.13256016,-0.10667851,-0.2691878,-0.27350292,-0.23377417,0.1759955,0.010793751,0.19882163,-0.20303524,0.19167997,-0.1445477,0.17829604,-0.1868448,-0.110406995,0.28961867,-0.15384378,-0.14912556,-0.030123767,0.24833925,-0.10333645,0.20805395,0.23769268,-0.059781045
28,Cluster 1,Boisterous,MIREX_mood,0.13243398,-0.11985333,-0.07194932,0.21894418,-0.010317295,0.19982968,0.12715451,-0.21003321,-0.15195727,0.117733195,-0.10720063,-0.25302392,-0.28994069,-0.21439204,0.18015042,0.007394593,0.21040212,-0.20803162,0.20761354,-0.1599864,0.16383721,-0.21087407,-0.10484746,0.28592306,-0.17028114,-0.13420923,-0.030766495,0.23609498,-0.11074263,0.19857661,0.24686666,-0.054984912
29,Cluster 1,Boisterous,MIREX_mood,0.12891585,-0.12771814,-0.07729149,0.21024354,0.010210298,0.1911207,0.11064529,-0.2328244,-0.14397654,0.12103944,-0.09626015,-0.2821727,-0.27870682,-0.214684,0.17071086,-0.0035537046,0.19077076,-0.19652168,0.20362723,-0.12863225,0.16899022,-0.2173428,-0.10802641,0.28437674,-0.16645908,-0.1416974,-0.027890975,0.24568005,-0.07775669,0.22968085,0.25466692,-0.051814847
30,Cluster 1,Boisterous,MIREX_mood,0.13875689,-0.13092935,-0.09294228,0.19539496,-0.01852683,0.21044372,0.12725759,-0.2294612,-0.14906326,0.1357301,-0.1104625,-0.24977171,-0.25845218,-0.23326106,0.18522346,-0.0036665467,0.20378852,-0.19308297,0.20504443,-0.15513045,0.16635768,-0.21142742,-0.098685205,0.2961976,-0.16477229,-0.122755,-0.0154481055,0.24600504,-0.115902424,0.21096174,0.23285751,-0.05143737
31,Cluster 1,Boisterous,MIREX_mood,0.12131369,-0.109499015,-0.06967017,0.2006143,-0.00180815,0.2125598,0.11891985,-0.21593422,-0.13388845,0.12506041,-0.09357896,-0.26448542,-0.2878541,-0.23296784,0.18545431,0.018796276,0.21326399,-0.1954487,0.20881176,-0.1430834,0.16168006,-0.21630824,-0.099145,0.2955689,-0.17338678,-0.1347869,-0.02245225,0.23883468,-0.08038079,0.21779707,0.2443977,-0.028308721
32,Cluster 1,Confident,MIREX_mood,0.14563598,-0.13546549,-0.103277326,0.20785083,-0.020468855,0.19231692,0.13534816,-0.21832472,-0.16538958,0.15385678,-0.1294983,-0.24884093,-0.25522438,-0.23639484,0.16848847,-0.013141573,0.18480207,-0.19681507,0.2035261,-0.16593239,0.19117959,-0.20342657,-0.11209278,0.2544836,-0.17218332,-0.14179653,-0.01894826,0.23745982,-0.13858928,0.19831638,0.2355264,-0.079180025
33,Cluster 1,Confident,MIREX_mood,0.13394709,-0.118550956,-0.08011772,0.18543126,-0.01568043,0.21741414,0.11369197,-0.21842615,-0.1508904,0.13900195,-0.11719035,-0.25487006,-0.26644897,-0.23365101,0.18063831,-0.0012778614,0.21611844,-0.19427255,0.19621463,-0.15640774,0.16510402,-0.20667593,-0.09681129,0.27516,-0.1539275,-0.14376691,-0.010973686,0.26105696,-0.11579485,0.21014532,0.25333577,-0.056512725
34,Cluster 1,Confident,MIREX_mood,0.10524669,-0.103016175,-0.087692894,0.17758138,-0.0057246275,0.22054532,0.11366068,-0.2171117,-0.1423454,0.12482698,-0.11091183,-0.24920958,-0.2818461,-0.24369352,0.20252326,0.03181702,0.21587808,-0.18390791,0.18771072,-0.13294284,0.15567306,-0.22813216,-0.088268965,0.28488907,-0.14951135,-0.12969819,-0.00083131174,0.26347557,-0.11218747,0.21962701,0.26470527,-0.034659956
35,Cluster 1,Confident,MIREX_mood,0.13309667,-0.11613228,-0.0841181,0.1720825,-0.0023784642,0.20157443,0.10185715,-0.24204937,-0.12683503,0.11542852,-0.10220485,-0.24627072,-0.27060777,-0.22299436,0.17687812,-0.004573249,0.20216201,-0.17994289,0.21593797,-0.13587527,0.15917385,-0.23288806,-0.103375815,0.2833822,-0.1676931,-0.14845553,-0.0036654172,0.26600963,-0.099280454,0.2349798,0.26634443,-0.043479715
36,Cluster 1,Confident,MIREX_mood,0.12554884,-0.116883,-0.10134329,0.19575585,-0.005910664,0.21346237,0.12632217,-0.2114228,-0.15849724,0.14176,-0.12827419,-0.2505853,-0.26775932,-0.23357253,0.17644545,-0.007889639,0.19655551,-0.19280797,0.21295139,-0.1652295,0.17703804,-0.20518845,-0.10420312,0.26823008,-0.16020975,-0.15987693,-0.013711674,0.2456669,-0.12119365,0.20770349,0.23883232,-0.049699742
37,Cluster 1,Confident,MIREX_mood,0.13396847,-0.13158594,-0.08002058,0.19939154,0.000104890794,0.20936719,0.10724554,-0.23966846,-0.13843086,0.11758295,-0.102358975,-0.26412287,-0.26880777,-0.21909331,0.17568499,-0.0016459345,0.19309585,-0.19529332,0.20696993,-0.13125175,0.16048409,-0.21445023,-0.10907883,0.2902026,-0.16375363,-0.13814163,-0.011544395,0.26299,-0.0934432,0.2139004,0.25772178,-0.0446745
38,Cluster 1,Confident,MIREX_mood,0.13763738,-0.11399695,-0.10725667,0.18011005,-0.023710692,0.22592404,0.14756623,-0.20260814,-0.15698949,0.15930067,-0.13817155,-0.22927056,-0.25358576,-0.24177179,0.17791766,0.008544232,0.19755991,-0.18979156,0.20004004,-0.17519386,0.17347336,-0.21298626,-0.10792489,0.25962967,-0.18624593,-0.14034347,-0.005566622,0.25156036,-0.14142177,0.1946764,0.23459801,-0.051163167
39,Cluster 1,Confident,MIREX_mood,0.10097399,-0.09782687,-0.08749437,0.18122543,0.017325828,0.22361088,0.10200635,-0.21783933,-0.1349134,0.110090226,-0.09577533,-0.2565551,-0.28772804,-0.22783723,0.21059133,0.031131554,0.22282277,-0.1773629,0.19223198,-0.13097103,0.14260228,-0.2212178,-0.08344274,0.31082162,-0.15716675,-0.11361517,-0.0062845824,0.27313948,-0.09710683,0.21825247,0.2620146,-0.014671779
40,Cluster 1,Confident,MIREX_mood,0.12083089,-0.107042834,-0.08185758,0.19265106,-0.0057921773,0.20056257,0.12853046,-0.21450047,-0.14343666,0.11665002,-0.10778703,-0.25122994,-0.27807304,-0.24876411,0.19832958,0.0032521344,0.21173906,-0.19170123,0.20685267,-0.14422087,0.15897447,-0.22419688,-0.09410135,0.291562,-0.15845388,-0.12489847,-0.024090437,0.25627574,-0.085103884,0.21575467,0.25010034,-0.044598546
41,Cluster 1,Confident,MIREX_mood,0.115019836,-0.10398244,-0.11313558,0.16023153,-0.03278747,0.24233083,0.14170292,-0.21389928,-0.15799376,0.14432733,-0.14577733,-0.23760521,-0.2514715,-0.26183915,0.19357726,0.020382937,0.20490794,-0.17224234,0.1949313,-0.16630282,0.16042368,-0.23852392,-0.08791577,0.24758127,-0.14836733,-0.118046574,0.016520277,0.24398713,-0.15262017,0.20296103,0.26044306,-0.040443007
42,Cluster 1,Confident,MIREX_mood,0.13137527,-0.10172173,-0.09739056,0.16463706,-0.009343706,0.22441237,0.13108237,-0.22030751,-0.13636447,0.13375632,-0.12654114,-0.2569373,-0.2725074,-0.2310016,0.19797422,0.018144889,0.20555985,-0.18736054,0.19771922,-0.13654308,0.16060057,-0.236408,-0.09538118,0.28128612,-0.1720284,-0.12110785,0.016819833,0.25429362,-0.10697026,0.20262104,0.2568218,-0.036267854
43,Cluster 1,Confident,MIREX_mood,0.12148545,-0.11244574,-0.094698034,0.18302524,-0.0043438273,0.21449076,0.11981179,-0.22528766,-0.15372087,0.135571,-0.110048465,-0.25738984,-0.27528656,-0.23895736,0.18804146,0.018559618,0.20208575,-0.19163585,0.19878574,-0.15409571,0.1635406,-0.20969073,-0.09836484,0.28123632,-0.1696736,-0.13156354,-0.017445263,0.25684792,-0.119469404,0.19517872,0.25152823,-0.04150618
44,Cluster 1,Confident,MIREX_mood,0.111237176,-0.11721478,-0.08794868,0.1910419,-0.0037720115,0.21497245,0.13657884,-0.21460404,-0.1420119,0.12904383,-0.12384944,-0.24341267,-0.29507846,-0.24036936,0.1829241,0.01942265,0.20901084,-0.19374183,0.19230399,-0.1440541,0.16405912,-0.2133169,-0.10057581,0.2873193,-0.14981675,-0.12632136,-0.022329124,0.25609234,-0.11791962,0.20998554,0.24268578,-0.056595664
45,Cluster 1,Confident,MIREX_mood,0.11747279,-0.108612016,-0.09224861,0.21043286,0.0014598843,0.21344602,0.113237396,-0.22443758,-0.14323926,0.12375693,-0.10530266,-0.26774284,-0.2890077,-0.23061408,0.18341008,0.020579353,0.19673745,-0.18368453,0.19549227,-0.14601016,0.15690866,-0.20320366,-0.09541851,0.29879138,-0.16122706,-0.13045605,-0.019740364,0.24911891,-0.11158197,0.22019506,0.24273121,-0.04340011
46,Cluster 1,Confident,MIREX_mood,0.12397578,-0.1136107,-0.09233323,0.18260054,0.001686756,0.21306922,0.11245038,-0.22370182,-0.1419266,0.11220183,-0.11184714,-0.25709042,-0.2842794,-0.2306925,0.20329675,0.015657835,0.20600083,-0.18709777,0.20434657,-0.13771781,0.15780252,-0.22602805,-0.09638999,0.29553342,-0.15591946,-0.11755863,-0.009242892,0.2604105,-0.09254622,0.19886671,0.26155317,-0.038459197
47,Cluster 1,Confident,MIREX_mood,0.11815045,-0.10938868,-0.08465715,0.16694449,-0.0051113283,0.22598921,0.11826018,-0.23060024,-0.13933715,0.13088824,-0.11535004,-0.24665728,-0.26912928,-0.24288704,0.19564636,0.018158268,0.21164997,-0.1749345,0.20599867,-0.14620033,0.14762446,-0.22044359,-0.09726604,0.2854012,-0.16275653,-0.12471363,0.0078232875,0.26720908,-0.11138264,0.20647295,0.26572832,-0.019744696
48,Cluster 1,Confident,MIREX_mood,0.12131256,-0.12970532,-0.104153745,0.17191508,-0.025286252,0.21215028,0.13298886,-0.21621126,-0.16423012,0.15026057,-0.12509115,-0.24976975,-0.25189617,-0.21540457,0.1673681,0.006369738,0.19262742,-0.19236921,0.20123132,-0.16481368,0.17199871,-0.23975205,-0.116508625,0.271056,-0.16946423,-0.15705715,-0.017069604,0.2463948,-0.1154298,0.20595932,0.25271773,-0.051138137
49,Cluster 1,Confident,MIREX_mood,0.024852382,-0.0016153633,-0.24282712,-0.03223862,-0.09594406,0.33854923,0.24640733,-0.11103571,-0.14519298,0.262279,-0.25803825,-0.06283675,-0.09342034,-0.363525,0.23660357,0.098578766,0.25109887,-0.03710346,0.1241008,-0.24898502,0.096045524,-0.196029,0.0007264154,0.10627566,-0.051369783,-0.061974633,0.16473454,0.13525851,-0.28662428,0.034251887,0.19631454,0.031330638
50,Cluster 1,Confident,MIREX_mood,0.12799355,-0.13032427,-0.08658006,0.2137517,-0.015116479,0.20278968,0.1061259,-0.2121363,-0.13935618,0.13157356,-0.10221719,-0.2541998,-0.28468537,-0.23482658,0.17609645,-0.0017388067,0.19528113,-0.20429504,0.20716655,-0.14713237,0.17300867,-0.20342547,-0.10339175,0.3021445,-0.16159253,-0.13508435,-0.031005425,0.24396631,-0.09988784,0.2139192,0.23487805,-0.057887957
51,Cluster 1,Confident,MIREX_mood,0.19364649,-0.21052687,-0.13221242,0.24716619,-0.07081192,0.107564874,0.17450204,-0.1851775,-0.22535422,0.16913898,-0.1366268,-0.21882614,-0.19385162,-0.17778677,0.06548063,-0.059237644,0.082857266,-0.24320164,0.18325321,-0.19360925,0.27043107,-0.15391482,-0.18255386,0.17877083,-0.21053262,-0.21298869,-0.08093088,0.1857979,-0.15417801,0.15747811,0.15505962,-0.18109518
52,Cluster 1,Confident,MIREX_mood,0.13577247,-0.1334909,-0.09634532,0.19868398,-0.012552791,0.21380179,0.13006106,-0.22579248,-0.153981,0.14040065,-0.11928383,-0.24711588,-0.2543844,-0.23124483,0.1617292,-0.011671908,0.18266734,-0.19455232,0.21557292,-0.16195948,0.17345944,-0.20631802,-0.11321873,0.27067167,-0.17228693,-0.14443368,-0.01474573,0.2496974,-0.12313297,0.20559406,0.2488384,-0.053916857
53,Cluster 1,Confident,MIREX_mood,0.1226727,-0.12953822,-0.14396717,0.19580343,-0.04208403,0.18239607,0.15884387,-0.1929429,-0.18569776,0.17975618,-0.14312406,-0.24819586,-0.27852473,-0.23796342,0.14994223,0.026726969,0.17748836,-0.19726391,0.1609977,-0.18990387,0.21696351,-0.19512093,-0.12050307,0.23837858,-0.16136143,-0.17961651,-0.00074217154,0.20955291,-0.1904728,0.17639329,0.1898432,-0.103873044
54,Cluster 1,Confident,MIREX_mood,0.13662969,-0.12948608,-0.083542764,0.20249149,-0.02000365,0.19741103,0.1202334,-0.22609688,-0.14759067,0.13858771,-0.12076772,-0.24512085,-0.28468704,-0.21093652,0.15826382,-0.016219042,0.18381268,-0.21092348,0.20370744,-0.1453924,0.17624323,-0.21277942,-0.11235662,0.2800779,-0.17220362,-0.1545802,-0.020023448,0.24852352,-0.106147595,0.22227672,0.23712976,-0.06474305
55,Cluster 1,Confident,MIREX_mood,0.15212151,-0.15727986,-0.11373809,0.23011225,-0.041030973,0.1722714,0.15191105,-0.2017235,-0.18771374,0.15448038,-0.1363724,-0.22220498,-0.25702214,-0.22570434,0.13206385,-0.018956462,0.15795971,-0.22661838,0.19554664,-0.17864873,0.20971379,-0.19031806,-0.13611211,0.22885953,-0.18808123,-0.17436647,-0.057408422,0.22279058,-0.1427974,0.18632606,0.21586092,-0.10605927
56,Cluster 1,Confident,MIREX_mood,0.13239172,-0.14460097,-0.06667963,0.227732,0.008246606,0.1800163,0.10240012,-0.2178488,-0.14422348,0.12485626,-0.09478172,-0.2667618,-0.27582562,-0.21774563,0.15753135,-0.026783958,0.1900317,-0.20930986,0.21243212,-0.12261083,0.18215553,-0.20210953,-0.11839771,0.2801953,-0.17029682,-0.14380322,-0.051978037,0.25181338,-0.081291005,0.23809291,0.24434695,-0.061983924
57,Cluster 1,Confident,MIREX_mood,0.12928115,-0.13991922,-0.09342867,0.2032009,-0.011472951,0.19025439,0.13051024,-0.21771184,-0.16582918,0.13136108,-0.12082639,-0.25724453,-0.27466914,-0.21574113,0.1642604,0.0019446185,0.18284601,-0.21092032,0.20340091,-0.15235794,0.18802802,-0.20854706,-0.11851807,0.2749493,-0.16223529,-0.15141481,-0.03242348,0.24340203,-0.111550465,0.21126328,0.23555155,-0.0730098
58,Cluster 1,Confident,MIREX_mood,0.1890364,-0.2158597,-0.23864329,0.17205574,-0.14896268,-0.03151568,0.20999283,0.0009295144,-0.26162943,0.27295402,-0.1991041,-0.029995123,-0.04948803,-0.08398999,-0.08616343,-0.06436891,-0.055219468,-0.2127456,0.09065915,-0.24944688,0.29899797,-0.0040455256,-0.21812916,0.0076499768,-0.19156319,-0.2661932,-0.04677594,-0.0071163927,-0.29615748,-0.030564947,0.0144725405,-0.32374945
